,Demographics,,,,,,,,,,,,,,,,Employment,,,,,,Disability.Status,,,,,,Mental.Health,,,,,,,,COVID.Vaccine.and.Long.COVID,,,,,,Society.and.Arts,,,,,,,,,,Childcare,,,,,,,,Housing,,,,,,Health.Insurance,,Food.Security,,,,,,Internet.Security,,,,,,
SCRAM,EST_ST,EST_MSA,REGION,TBIRTH_YEAR,RHISPANIC,RRACE,EEDUC,MS,EGENID_BIRTH,SEXUAL_ORIENTATION_RV,THHLD_NUMPER,THHLD_NUMKID,TENROLLPUB,TENROLLPRV,TENROLLHMSCH,INCOME,WRKLOSSRV,ANYWORK,KINDWORK,RSNNOWRKRV,TWDAYS,TWDAYS_RESP,SEEING,HEARING,MOBILITY,REMEMBERING,SELFCARE,UNDERSTAND,ANXIOUS,WORRY,INTEREST,DOWN,MHLTH_NEED,MHLTH_GET,MHLTH_SATISFD,MHLTH_DIFFCLT,RECVDVACC,RVACCDATE,HADCOVIDRV,SYMPTOMS,LONGCOVID,SYMPTMIMPCT,SOCIAL1,SOCIAL2,SUPPORT1,SUPPORT2,SUPPORT3,SUPPORT4_RV,LIVENTERTAINMENT,ARTEXHIBIT,MOVIES,PARTINARTS,CHILDCARE,CHILDCARE_RSLT1,CHILDCARE_RSLT2,CHILDCARE_RSLT3,CHILDCARE_RSLT4,CHILDCARE_RSLT5,CHILDCARE_RSLT6,CHILDCARE_RSLT7,TENURE,LIVQTRRV,RENTCHNG,RENTCUR,MORTCUR,ENERGY,PRIVHLTH,PUBHLTH,EXPNS_DIF,CURFOODSUF,FREEFOOD,FDBENEFIT1,FDBENEFIT2,FDBENEFIT3,HOME_INTERNET,MOBILE_INTERNET,REDUCED_INT1,REDUCED_INT2,REDUCED_INT3,REDUCED_INT4,CANCEL_INTERNET
P090038894,Ohio,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1952,No,White,Bachelor's degree,1,2,2,2,0,0,0,0,3,2,2,6,5,4,4,1,1,1,1,1,1,2,1,1,1,4,4,4,6,1,1,2,5,5,5,1,4,4,2,1,5,2,2,2,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090038904,Michigan,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1946,No,White,Graduate degree,1,2,2,2,0,0,0,0,7,2,2,6,5,4,4,2,2,2,1,1,2,2,2,2,2,4,4,4,6,1,2,2,5,5,5,1,4,3,1,4,5,1,2,2,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090038909,Washington,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1975,No,Other,Some college (but degree not received or is in progress),5,1,4,1,0,0,0,0,1,2,2,6,4,4,4,1,1,1,2,1,1,2,1,2,4,4,4,4,6,2,4,2,5,5,5,1,5,1,1,1,1,2,2,2,1,3,3,3,3,3,3,3,3,3,6,3,1,3,4,1,1,2,2,2,1,2,2,1,1,2,2,2,1,3
P090038912,Colorado,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1949,No,White,Graduate degree,1,2,2,2,0,0,0,0,6,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,5,3,2,1,1,1,1,2,3,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,3,1,2,2,2,2,1,1,2,2,2,2,5
P090038914,Missouri,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1957,Yes,White,Some college (but degree not received or is in progress),3,1,2,2,0,0,0,0,1,2,2,6,9,4,4,2,2,2,1,1,1,4,4,4,4,4,4,4,6,1,2,2,5,5,5,5,1,1,1,1,1,2,2,2,4,3,3,3,3,3,3,3,3,1,2,7,3,4,1,2,1,4,4,1,2,2,2,1,1,2,2,2,2,5
P090038922,Wisconsin,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1950,No,White,Associate's degree,2,1,2,2,0,0,0,0,2,2,2,6,5,4,4,2,1,2,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,5,3,2,2,3,2,1,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,2,2,1,2,2,2,2,1,1,2,2,2,2,5
P090038929,California,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1977,No,White,Bachelor's degree,1,1,2,4,2,2,0,0,5,2,1,2,10,3,3,3,1,1,1,1,1,2,1,1,1,3,5,5,7,1,2,1,3,3,3,1,5,3,3,1,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,7,3,1,3,1,2,2,1,2,2,2,2,1,1,2,2,2,2,5
P090038933,South Carolina,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1967,No,White,Bachelor's degree,4,2,2,1,0,0,0,0,1,2,2,6,4,4,4,2,1,1,2,1,1,2,3,2,2,4,4,4,6,2,4,2,5,5,5,3,3,2,1,2,3,2,2,1,3,3,3,3,3,3,3,3,3,2,1,7,3,1,1,1,2,4,4,2,2,2,2,1,1,1,2,2,2,4
P090038948,Vermont,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1967,No,White,Bachelor's degree,1,1,1,2,0,0,0,0,4,2,2,6,4,4,4,2,1,2,2,2,2,4,4,4,4,4,4,4,6,1,1,2,5,5,5,3,3,1,1,4,1,2,2,2,2,3,3,3,3,3,3,3,3,3,5,3,1,3,2,2,1,3,3,2,2,2,2,1,1,2,2,2,2,5
P090038960,California,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1946,No,White,Some college (but degree not received or is in progress),1,2,2,2,0,0,0,0,3,2,2,6,5,4,4,3,3,2,2,1,1,4,3,4,4,4,4,4,6,1,3,2,5,5,5,4,2,2,1,4,4,2,2,2,4,3,3,3,3,3,3,3,3,1,2,7,3,4,4,2,1,2,2,2,2,2,2,1,1,2,2,2,2,5
P090038969,Hawaii,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1949,No,Black,Associate's degree,1,1,2,2,0,0,0,0,4,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,1,5,2,2,2,1,2,2,2,1,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090038970,Illinois,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1946,No,White,Graduate degree,3,2,3,1,0,0,0,0,4,2,2,6,5,4,4,2,2,1,2,1,1,2,2,1,1,4,4,4,6,1,1,2,5,5,5,3,3,4,4,4,5,1,2,1,1,3,3,3,3,3,3,3,3,3,6,3,1,3,4,2,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090038971,Michigan,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1980,No,White,Associate's degree,1,2,2,6,2,2,0,0,6,1,1,2,10,2,4,1,1,2,2,2,1,2,2,2,2,3,5,5,7,1,3,1,2,3,1,3,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,3,2,4,1,2,2,1,2,2,2,1,1,1,2,2,2,2,5
P090038972,Minnesota,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1941,No,White,Bachelor's degree,2,2,2,2,0,0,0,0,3,1,2,6,5,4,4,1,1,2,1,1,1,3,4,2,2,4,4,4,6,1,1,2,5,5,5,2,2,1,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,1,3,7,3,4,4,2,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090038973,Virginia,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1948,No,White,Bachelor's degree,3,2,2,1,0,0,0,0,1,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,2,4,2,5,5,5,2,3,4,2,4,5,2,2,2,3,3,3,3,3,3,3,3,3,1,2,7,3,4,4,3,1,2,2,2,2,2,2,1,1,2,2,2,2,5
P090038977,California,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1984,No,White,Bachelor's degree,5,1,2,1,0,0,0,0,7,1,2,6,6,4,4,1,1,1,3,1,2,2,2,2,1,4,4,4,6,1,1,2,5,5,5,1,4,2,4,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,6,3,1,3,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090038978,New Hampshire,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1971,No,White,Graduate degree,3,2,2,2,0,0,0,0,7,2,1,1,10,2,2,2,2,1,2,1,1,2,1,2,1,4,4,4,6,1,2,1,3,3,2,4,3,4,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,2,2,7,3,1,3,1,2,2,2,2,2,2,2,1,1,2,2,2,2,5
P090038983,Delaware,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1958,No,White,Some college (but degree not received or is in progress),1,1,2,2,0,0,0,0,6,1,1,2,10,3,4,1,2,1,1,1,1,1,1,1,1,4,4,4,6,2,4,2,5,5,5,1,3,4,1,1,1,2,2,2,1,3,3,3,3,3,3,3,3,2,1,7,3,1,4,2,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090038992,Kansas,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1956,No,White,Graduate degree,2,2,2,1,0,0,0,0,6,2,2,6,5,4,4,2,1,1,2,1,1,2,2,2,2,4,4,4,6,1,1,2,5,5,5,2,2,4,2,4,5,1,1,1,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,2,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090039004,Wisconsin,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1946,No,White,Graduate degree,5,1,2,1,0,0,0,0,2,2,2,6,5,4,4,2,1,2,2,1,1,1,1,4,2,4,4,4,6,1,1,2,5,5,5,3,3,2,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,1,3,7,3,4,4,2,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090039005,Texas,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1961,No,Black,Some college (but degree not received or is in progress),2,2,2,1,0,0,0,0,1,2,2,6,5,4,4,2,1,2,2,2,1,2,2,1,1,4,4,4,6,1,3,1,4,3,1,1,4,4,1,2,1,2,2,2,4,3,3,3,3,3,3,3,3,3,3,1,1,3,4,1,2,3,1,2,1,2,2,1,1,2,2,2,2,5
P090039015,Florida,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1981,No,White,Some college (but degree not received or is in progress),3,1,2,1,0,0,0,0,3,1,2,6,6,4,4,2,1,2,1,1,1,2,2,2,2,4,4,4,6,2,4,1,4,2,1,4,3,1,2,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,6,4,2,3,2,2,2,3,3,2,2,2,2,1,1,2,2,2,2,5
P090039018,Oregon,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1954,No,White,Some high school,1,2,2,2,0,0,0,0,4,2,2,6,5,4,4,2,1,2,2,1,1,2,1,1,1,4,4,4,6,2,4,2,5,5,5,1,5,3,2,3,3,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,5
P090039019,Louisiana,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1958,No,White,High school graduate or equivalent,4,2,2,10,0,0,0,0,1,2,2,6,4,4,4,3,1,3,2,2,2,4,4,2,4,4,4,4,6,2,4,2,5,5,5,4,1,1,1,1,1,2,2,2,4,3,3,3,3,3,3,3,3,4,6,7,3,3,2,1,1,1,2,2,1,2,2,1,1,2,2,2,2,5
P090039020,North Carolina,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1968,No,Black,Graduate degree,1,1,2,4,0,0,0,0,6,2,2,6,4,1,4,2,1,2,2,1,2,3,1,2,2,4,4,4,6,1,3,2,5,5,5,2,3,2,1,4,5,2,2,2,3,3,3,3,3,3,3,3,3,2,2,7,3,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,5
P090039021,Washington,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1949,No,White,Associate's degree,1,1,2,2,0,0,0,0,3,2,2,6,5,4,4,1,2,2,1,1,1,1,1,1,2,4,4,4,6,1,2,2,5,5,5,3,3,1,1,1,1,2,2,1,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,2,1,2,1,2,2,2,2,1,1,2,2,2,2,5
P090039023,Nebraska,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1974,No,Other,Bachelor's degree,1,1,2,4,1,0,1,0,6,2,1,1,10,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,3,2,5,5,5,1,4,2,1,3,1,2,2,1,3,2,2,2,2,2,2,2,2,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090039043,Washington,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1947,No,White,Graduate degree,3,1,2,1,0,0,0,0,3,2,2,6,5,4,4,2,2,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,3,2,2,1,5,1,2,2,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,3,3,1,1,2,2,2,2,1,1,2,2,2,2,5
P090039051,New Jersey,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1961,No,Black,Some college (but degree not received or is in progress),3,1,2,1,0,0,0,0,4,2,2,6,5,4,4,2,2,1,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,3,3,4,2,1,3,2,1,1,4,3,3,3,3,3,3,3,3,3,6,3,1,3,4,1,2,1,2,2,2,2,2,1,1,2,2,2,2,5
P090039062,Massachusetts,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1957,No,White,Some college (but degree not received or is in progress),5,1,2,2,0,0,0,0,2,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,4,3,2,4,1,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090039064,South Carolina,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1950,No,White,Some college (but degree not received or is in progress),1,2,2,2,0,0,0,0,4,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,4,3,2,1,1,2,1,1,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090039066,Delaware,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1981,No,White,Some college (but degree not received or is in progress),5,2,2,1,0,0,0,0,1,2,2,6,4,4,4,3,1,4,3,2,1,1,1,2,2,4,4,4,6,2,4,2,5,5,5,3,2,4,1,4,1,2,2,2,4,3,3,3,3,3,3,3,3,4,6,7,3,3,1,2,1,4,3,2,2,2,2,1,1,2,2,2,2,5
P090039069,Iowa,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1970,No,White,Associate's degree,1,2,3,2,0,0,0,0,5,1,1,1,10,2,4,2,2,1,1,1,1,1,1,1,1,4,4,4,6,1,1,1,3,2,2,2,3,2,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090039081,Virginia,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1947,No,White,High school graduate or equivalent,2,2,2,3,0,0,0,0,3,2,2,6,5,4,4,1,2,1,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,2,4,2,1,1,1,2,2,1,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,2,2,2,2,2,2,1,1,2,2,2,2,5
P090039082,Texas,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1981,No,White,Bachelor's degree,1,2,2,4,1,1,0,0,6,2,1,1,10,3,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,5,5,5,1,4,2,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,3,1,4,1,1,2,1,2,2,2,2,1,1,2,2,2,2,5
P090039084,New Hampshire,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1951,No,White,Some college (but degree not received or is in progress),2,2,1,1,0,0,0,0,1,2,2,6,4,4,4,2,2,3,2,1,1,1,1,1,1,4,4,4,6,1,3,1,4,3,1,1,5,4,4,2,1,2,2,2,2,3,3,3,3,3,3,3,3,3,5,1,2,3,1,2,1,4,2,2,1,2,2,1,1,1,2,2,1,1
P090039092,Virginia,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1940,No,White,High school graduate or equivalent,1,1,2,2,0,0,0,0,4,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,1,5,2,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,2,2,7,3,1,1,1,1,3,3,2,2,2,2,2,2,2,2,2,2,5
P090039096,Ohio,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1976,No,White,Bachelor's degree,1,2,2,4,1,1,0,0,7,2,2,6,9,1,4,1,1,1,1,1,1,2,1,1,1,3,5,5,7,1,1,2,5,5,5,2,4,2,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,1,2,7,3,4,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090039104,Montana,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1990,No,White,Bachelor's degree,1,2,2,4,2,1,0,0,5,2,2,6,2,4,4,1,1,1,2,1,1,2,2,2,2,3,5,5,7,2,4,2,5,5,5,3,3,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,4,1,7,3,3,4,1,1,3,2,2,2,2,2,1,1,2,2,2,2,5
P090039106,Colorado,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1951,No,Black,Some college (but degree not received or is in progress),3,2,2,1,0,0,0,0,1,2,2,6,5,4,4,2,1,2,2,2,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,4,4,3,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,6,1,1,3,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090039109,Arizona,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1945,No,White,Some college (but degree not received or is in progress),2,1,4,2,0,0,0,0,5,2,2,6,5,4,4,2,1,3,2,1,1,1,1,1,1,4,4,4,6,1,3,1,4,3,2,2,3,4,2,1,1,2,2,2,3,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,2,2,2,2,2,1,1,2,2,2,2,5
P090039111,Arkansas,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1957,No,White,Some college (but degree not received or is in progress),3,2,2,2,0,0,0,0,1,2,2,6,4,4,4,1,1,1,1,2,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,4,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,2,1,7,3,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,5
P090039113,Colorado,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1956,No,Black,Associate's degree,2,1,2,1,0,0,0,0,4,2,2,6,6,4,4,1,1,1,1,1,1,1,2,1,1,4,4,4,6,1,3,2,5,5,5,3,3,4,3,4,1,1,2,2,2,3,3,3,3,3,3,3,3,3,6,5,1,3,4,2,1,2,1,2,2,2,2,1,1,2,2,2,2,5
P090039124,Montana,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1950,No,White,Associate's degree,1,2,2,2,0,0,0,0,5,2,2,6,5,4,4,1,1,2,1,1,1,1,1,1,1,4,4,4,6,1,2,2,5,5,5,2,5,4,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,2,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090039132,Pennsylvania,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1970,No,Black,Bachelor's degree,1,1,2,2,0,0,0,0,8,2,1,2,10,3,3,1,1,1,2,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,4,4,1,4,3,2,2,1,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,3,1,1,2,2,2,2,1,1,2,2,2,2,5
P090039133,Ohio,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1958,No,White,Graduate degree,5,2,2,1,0,0,0,0,4,2,1,3,10,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,1,4,4,4,4,5,1,1,1,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,2,2,1,2,2,2,2,1,1,2,2,2,2,5
P090039134,Alabama,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1955,No,White,High school graduate or equivalent,1,1,2,2,0,0,0,0,1,2,2,6,4,4,4,4,3,3,3,2,2,4,2,2,2,4,4,4,6,1,3,2,5,5,5,3,3,2,2,4,5,2,2,2,3,3,3,3,3,3,3,3,3,3,2,5,1,3,2,2,1,3,3,1,2,2,2,2,1,2,2,2,2,5
P090039153,Idaho,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1948,No,White,Some college (but degree not received or is in progress),1,1,2,2,0,0,0,0,3,2,2,6,5,4,4,1,1,2,2,1,1,1,1,1,1,4,4,4,6,2,4,2,5,5,5,1,4,4,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,3,1,2,2,2,2,1,1,2,2,2,2,5
P090039162,Montana,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1951,No,White,Some college (but degree not received or is in progress),3,2,2,1,0,0,0,0,2,2,2,6,1,4,4,1,1,1,1,1,2,1,1,2,1,4,4,4,6,1,2,2,5,5,5,1,3,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,6,3,1,3,3,1,1,2,1,2,2,2,2,1,1,2,2,2,1,4
P090039169,Louisiana,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1978,No,White,High school graduate or equivalent,4,2,2,3,2,2,0,0,1,2,2,6,9,4,4,1,1,1,1,1,1,1,1,1,1,3,5,5,7,2,4,2,5,5,5,3,3,2,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,1,1,7,3,4,1,2,1,4,2,1,1,2,1,2,1,2,2,2,2,5
P090039179,Pennsylvania,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1945,No,White,Graduate degree,1,2,2,2,0,0,0,0,6,2,2,6,5,4,4,1,1,2,2,1,1,1,1,1,1,4,4,4,6,1,2,2,5,5,5,1,5,4,4,4,5,1,1,1,1,3,3,3,3,3,3,3,3,1,6,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090039181,Missouri,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1954,No,White,High school graduate or equivalent,1,1,2,2,0,0,0,0,1,2,2,6,5,4,4,2,2,3,2,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,1,4,2,2,4,5,2,2,2,2,3,3,3,3,3,3,3,3,3,6,3,1,3,4,1,3,4,1,1,1,2,2,1,1,1,2,2,1,4
P090039190,Montana,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1961,No,White,Bachelor's degree,1,2,2,2,0,0,0,0,8,2,1,2,10,3,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,1,4,4,3,1,1,2,2,2,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090039191,New Hampshire,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1948,No,White,Graduate degree,1,1,2,2,0,0,0,0,5,2,2,6,9,4,4,2,1,1,1,1,1,2,1,1,1,4,4,4,6,1,3,2,5,5,5,3,3,2,2,2,1,2,2,1,3,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090039197,Rhode Island,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1949,No,White,Bachelor's degree,5,1,4,1,0,0,0,0,3,2,2,6,5,4,4,2,1,2,2,1,1,2,2,2,2,4,4,4,6,1,1,2,5,5,5,3,2,4,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,2,1,1,4,1,2,2,2,2,1,2,2,2,2,2,5
P090039199,Arkansas,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1948,No,Black,Graduate degree,1,1,2,2,0,0,0,0,4,2,2,6,9,3,4,1,1,2,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,1,5,3,2,1,1,2,2,2,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,3,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090039203,Arizona,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1975,No,White,Some college (but degree not received or is in progress),5,1,1,2,0,0,0,0,5,1,1,2,10,3,3,1,1,1,1,1,1,4,3,2,2,4,4,4,6,1,3,2,5,5,5,3,3,1,1,1,3,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,2,2,1,1,4,1,2,2,2,2,1,1,2,2,2,2,5
P090039211,North Carolina,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1964,No,White,Some college (but degree not received or is in progress),3,1,2,6,0,0,0,0,4,2,2,6,3,4,4,3,2,2,2,1,2,2,2,2,2,4,4,4,6,2,4,1,4,3,2,4,2,2,1,2,1,2,2,2,1,3,3,3,3,3,3,3,3,2,2,7,3,1,1,1,2,4,2,2,2,2,2,1,1,2,2,2,2,5
P090039213,Pennsylvania,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1962,No,White,Graduate degree,1,1,2,2,0,0,0,0,5,2,1,3,10,3,3,1,2,1,1,1,1,2,1,1,1,4,4,4,6,1,3,2,5,5,5,2,4,3,2,4,5,1,1,1,1,3,3,3,3,3,3,3,3,4,2,7,3,3,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090039216,Alabama,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1981,No,White,High school graduate or equivalent,5,2,2,4,1,0,0,1,1,2,2,6,4,4,4,2,1,1,2,1,1,2,2,1,1,2,2,3,2,1,3,1,4,3,1,2,4,3,1,2,1,2,2,2,3,1,2,2,2,2,2,1,2,3,2,1,1,3,1,2,1,3,2,2,1,2,2,1,1,2,2,2,2,5
P090039219,Illinois,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1949,No,White,Some college (but degree not received or is in progress),2,2,2,1,0,0,0,0,2,2,2,6,5,4,4,1,4,2,2,1,1,2,1,1,1,4,4,4,6,1,1,2,5,5,5,3,1,2,2,4,5,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,2,1,1,2,2,2,2,2,1,1,2,2,2,2,5
P090039230,Florida,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1962,No,White,Graduate degree,1,1,2,2,0,0,0,0,5,2,2,6,5,4,4,1,2,1,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,1,5,4,3,4,5,2,2,2,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,2,2,1,2,2,2,2,1,1,2,2,2,2,5
P090039234,Ohio,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1949,No,Black,Some college (but degree not received or is in progress),5,2,2,1,0,0,0,0,1,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,5,3,2,3,3,1,2,2,1,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,2,1,2,2,2,2,1,1,2,2,2,2,5
