,Demographics,,,,,,,,,,,,,,,,Employment,,,,,,Disability Status,,,,,,Mental Health,,,,,,,,COVID Vaccine and Long COVID,,,,,,Society and Arts,,,,,,,,,,Childcare,,,,,,,,Housing,,,,,,Health Insurance,,Food Security,,,,,,Internet Security,,,,,,
P090049673,18,,,1952,1,1,4,1,2,2,2,0,0,0,0,6,2,2,6,5,3,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,5,4,2,2,1,1,1,2,1,3,3,3,3,3,3,3,3,2,2,7,3,1,4,2,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090049679,24,,,1989,2,1,5,5,1,2,3,0,0,0,0,8,2,1,2,10,1,1,2,2,1,2,2,1,3,2,4,2,4,4,4,6,1,3,2,5,5,5,4,2,4,1,2,1,2,2,2,3,3,3,3,3,3,3,3,3,3,2,1,1,3,4,1,1,1,2,2,2,2,2,1,1,2,2,2,2,5
P090049690,26,19820,,1988,1,2,4,5,1,2,2,0,0,0,0,1,2,1,4,10,3,3,1,1,1,1,1,1,1,2,1,2,4,4,4,6,1,1,2,5,5,5,3,2,2,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,4,2,7,3,3,4,2,1,3,1,2,2,2,2,1,2,2,2,2,2,5
P090049693,48,19100,,1959,1,1,6,1,2,2,2,0,0,0,0,4,2,1,4,10,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,6,2,4,2,5,5,5,1,4,4,2,2,4,1,2,2,1,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,2,2,1,2,2,2,2,1,1,2,2,2,2,5
P090049697,37,,,1957,1,1,4,1,2,2,2,0,0,0,0,4,1,2,6,5,4,4,2,2,1,1,1,1,2,3,2,2,4,4,4,6,1,2,2,5,5,5,3,3,2,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,2,3,1,4,2,2,2,2,2,1,1,2,2,2,2,5
P090049707,51,47900,,1945,1,1,7,1,2,2,2,0,0,0,0,6,2,2,6,5,4,4,2,1,2,2,1,1,2,1,1,2,4,4,4,6,1,1,2,5,5,5,1,5,2,2,1,5,1,2,2,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090049712,53,42660,,1961,1,1,6,3,1,2,1,0,0,0,0,4,2,2,6,5,4,4,2,1,2,2,1,1,1,1,2,1,4,4,4,6,1,1,2,5,5,5,2,4,1,3,2,1,2,2,2,3,3,3,3,3,3,3,3,3,3,2,1,1,3,4,2,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090049723,49,,,1971,1,1,6,3,1,4,2,0,0,0,0,1,2,2,6,9,4,4,2,1,2,2,2,2,2,2,2,2,4,4,4,6,2,4,2,5,5,5,3,3,2,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,6,4,1,3,2,2,1,3,2,2,1,2,2,1,1,2,2,2,2,5
P090049726,12,33100,,1949,1,3,6,1,1,2,2,0,0,0,0,1,2,2,6,5,1,4,2,2,2,1,1,1,3,3,1,2,4,4,4,6,1,3,2,5,5,5,4,3,2,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,1,2,7,3,4,1,3,1,2,2,2,2,2,2,1,1,2,2,2,1,3
P090049735,6,41860,,1950,1,1,7,1,2,2,2,0,0,0,0,7,2,2,6,5,4,4,1,1,2,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,4,4,3,1,5,1,1,2,1,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090049751,41,,,1956,1,1,6,1,1,2,2,0,0,0,0,7,2,2,6,5,4,4,1,2,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,4,3,1,1,5,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,2,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090049757,42,,,1976,1,2,7,3,2,2,10,5,4,0,1,4,1,1,1,10,1,1,2,2,2,2,1,1,2,3,2,2,3,5,5,7,1,1,1,3,3,2,4,2,4,2,1,1,2,2,2,3,1,2,2,2,2,2,2,2,2,2,7,3,2,2,2,1,4,4,2,1,2,2,1,1,1,2,2,2,2
P090049758,37,,,1990,1,3,7,5,2,4,1,0,0,0,0,5,2,1,2,10,3,3,1,1,1,2,1,1,4,2,1,2,4,4,4,6,1,1,2,5,5,5,3,4,1,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,1,5,7,3,4,4,1,2,1,2,2,2,2,2,1,2,2,2,2,2,5
P090049764,30,,,1954,1,1,7,1,1,2,2,0,0,0,0,4,2,2,6,5,4,4,2,2,1,1,1,1,1,1,1,1,4,4,4,6,1,2,2,5,5,5,2,4,2,2,1,1,1,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090049765,34,35620,,1955,1,1,6,3,1,2,1,0,0,0,0,1,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,2,4,1,3,1,5,1,2,2,3,3,3,3,3,3,3,3,3,2,2,7,3,1,4,2,1,3,1,2,2,2,2,1,1,1,2,2,2,2
P090049769,12,,,1944,1,1,4,1,1,2,2,0,0,0,0,6,2,2,6,5,4,4,1,1,2,1,1,1,1,1,1,1,4,4,4,6,1,2,2,5,5,5,5,5,4,4,1,5,1,1,2,2,3,3,3,3,3,3,3,3,1,1,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090049773,37,,,1961,1,1,3,1,2,2,3,0,0,0,0,2,2,2,6,2,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,2,4,2,5,5,5,2,4,2,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,2,3,2,1,4,1,2,1,2,2,1,1,2,2,2,2,5
P090049775,39,,,1949,1,2,4,1,2,2,2,0,0,0,0,2,2,2,6,5,4,4,1,1,1,2,1,1,2,2,1,1,4,4,4,6,1,1,1,4,3,2,2,3,4,2,4,4,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,2,1,2,1,1,2,2,2,1,1,2,2,2,2,5
P090049780,28,,,1936,1,1,3,2,2,2,1,0,0,0,0,2,2,2,6,5,4,4,1,3,2,1,1,2,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,4,4,3,4,5,2,2,2,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,2,2,2,2,2,1,1,2,2,2,2,5
P090049785,47,,,1940,1,1,3,3,2,2,1,0,0,0,0,2,2,2,6,5,4,4,1,1,2,1,1,1,1,1,1,1,4,4,4,6,2,4,2,5,5,5,1,3,3,2,4,1,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090049791,31,,,1956,1,1,4,1,2,2,2,0,0,0,0,6,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,4,4,4,4,1,1,1,1,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090049792,29,,,1962,1,1,7,1,2,2,2,0,0,0,0,8,2,1,2,10,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,4,3,3,4,5,1,2,1,1,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090049793,24,,,1958,1,1,6,1,2,2,2,0,0,0,0,4,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,4,2,1,1,1,2,2,2,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090049799,6,,,1965,1,1,4,3,1,1,2,0,0,0,0,1,1,2,6,4,4,4,1,2,2,2,1,1,4,1,2,2,4,4,4,6,1,3,1,4,3,1,3,2,3,2,1,1,1,2,2,3,3,3,3,3,3,3,3,3,1,7,7,3,4,1,1,1,3,2,2,2,2,2,1,1,2,2,2,2,5
P090049802,27,,,1951,1,1,4,2,1,2,1,0,0,0,0,5,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,2,2,5,5,5,5,5,1,3,4,5,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,2,2,2,2,2,5
P090049804,4,38060,,1979,1,1,5,1,2,2,6,2,2,0,0,8,2,2,6,1,4,4,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,3,2,5,5,5,1,4,4,2,4,5,1,2,1,1,2,2,2,2,2,2,2,2,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090049809,2,,,1959,1,1,4,1,2,2,2,0,0,0,0,4,2,2,6,5,4,4,1,1,1,1,1,1,2,2,1,1,4,4,4,6,1,1,2,5,5,5,2,4,4,3,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,3,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090049811,1,,,1949,1,1,7,5,1,2,1,0,0,0,0,6,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,5,4,2,1,4,1,1,1,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090049816,33,14460,,1955,1,1,4,3,2,2,1,0,0,0,0,5,2,2,6,5,4,4,2,2,3,2,1,1,2,1,1,1,4,4,4,6,1,1,2,5,5,5,3,3,4,1,1,5,2,1,2,1,3,3,3,3,3,3,3,3,1,5,7,3,4,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090049823,49,,,1946,1,1,4,2,2,2,2,0,0,0,0,4,2,2,6,5,4,4,1,1,2,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,2,4,4,3,4,5,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,1,2,2,2,2,2,1,1,2,2,2,2,5
P090049826,53,42660,,1955,1,1,3,1,1,2,2,0,0,0,0,1,2,2,6,5,4,4,2,3,1,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,2,4,2,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,6,3,1,3,2,1,1,3,3,1,2,2,2,1,1,2,2,2,2,5
P090049829,15,,,1940,1,3,7,1,2,2,2,0,0,0,0,4,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,5,3,3,4,5,2,2,2,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,2,2,2,2,2,5
P090049834,11,47900,,1961,2,1,7,3,2,2,1,0,0,0,0,6,2,1,1,10,2,2,1,1,1,1,1,1,2,1,1,1,4,4,4,6,1,1,2,5,5,5,2,4,4,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,2,6,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090049839,49,,,1976,1,2,2,3,2,2,2,1,1,0,0,1,2,2,6,4,4,4,2,1,2,2,1,1,2,2,2,2,3,5,5,7,1,3,2,5,5,5,3,3,2,1,3,1,2,2,1,2,2,2,2,2,2,2,2,2,3,6,2,1,3,4,2,1,1,3,2,1,2,2,2,1,2,2,2,2,3
P090049842,24,47900,,1982,1,2,6,5,2,2,1,0,0,0,0,7,2,1,2,10,1,2,1,1,2,2,1,1,4,4,2,2,4,4,4,6,1,3,2,5,5,5,1,3,4,1,2,1,1,1,2,4,3,3,3,3,3,3,3,3,2,3,7,3,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,5
P090049858,6,41860,,1958,2,1,7,3,2,2,1,0,0,0,0,8,2,2,6,6,4,4,1,1,1,1,1,1,1,1,2,2,4,4,4,6,1,1,2,5,5,5,4,5,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,1,7,7,3,4,4,1,1,1,2,2,2,2,2,1,1,2,2,2,1,3
P090049859,4,38060,,1958,1,1,7,2,1,2,1,0,0,0,0,5,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,2,5,3,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090049871,21,,,1984,1,1,3,3,2,3,2,1,1,0,0,1,2,2,6,9,4,4,1,1,1,2,1,1,4,2,1,1,3,5,5,7,1,3,1,3,3,2,1,4,4,1,1,1,1,2,2,3,2,2,2,2,2,2,2,2,1,1,7,3,4,2,2,1,4,2,2,2,2,2,1,1,1,2,2,2,2
P090049876,6,31080,,1969,1,1,6,5,2,3,1,0,0,0,0,6,2,1,2,10,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,4,1,1,1,4,2,2,2,1,3,3,3,3,3,3,3,3,3,6,3,1,3,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090049881,48,19100,,1961,1,1,4,3,1,2,3,0,0,0,0,6,2,1,2,10,2,4,1,2,1,2,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,1,4,4,2,4,5,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,1,3,3,1,2,2,1,2,2,2,2,1,1,2,2,2,2,5
P090049886,33,,,1964,1,1,6,1,2,2,2,0,0,0,0,7,2,1,2,10,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,2,2,5,5,5,2,5,4,3,4,4,2,1,1,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,2,2,1,2,2,2,2,1,1,2,2,2,2,5
P090049893,53,,,1956,1,1,4,3,2,2,1,0,0,0,0,8,2,2,6,5,4,4,1,1,1,1,1,1,2,2,2,2,4,4,4,6,1,1,2,5,5,5,3,2,2,1,2,1,2,2,2,3,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,2,2,2,2,2,5
P090049895,53,,,1951,1,1,3,3,1,2,1,0,0,0,0,1,2,2,6,5,4,4,2,1,2,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,1,5,2,4,2,5,2,2,2,3,3,3,3,3,3,3,3,3,3,7,3,1,3,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,5
P090049909,23,,,1992,1,1,7,1,2,2,3,0,0,0,0,7,2,1,2,10,3,3,1,1,1,2,1,1,2,1,2,1,4,4,4,6,1,1,2,5,5,5,2,4,3,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,2,3,1,2,2,2,2,1,1,2,2,2,2,5
P090049912,29,,,1982,1,1,7,1,1,2,4,2,2,0,0,5,2,1,3,10,1,1,1,1,1,1,1,1,2,1,1,2,3,5,5,7,1,1,2,5,5,5,1,4,2,3,4,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090049923,24,47900,,1980,1,1,7,1,2,2,2,0,0,0,0,8,2,1,1,10,3,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,5,4,4,1,1,2,1,2,1,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090049936,16,,,1957,1,1,4,1,1,2,4,0,0,0,0,6,2,2,6,5,4,4,3,2,2,2,1,1,2,2,2,1,4,4,4,6,2,4,2,5,5,5,4,4,1,2,1,1,2,2,1,2,3,3,3,3,3,3,3,3,2,1,7,3,1,3,1,1,2,2,2,2,2,2,1,1,2,2,2,2,5
P090049939,35,,,1950,1,1,6,1,1,2,2,0,0,0,0,6,2,2,6,5,4,4,2,2,2,2,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,5,1,2,1,1,2,1,1,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,1,1,2,2,2,2,1,2,2,2,2,2,5
P090049940,18,16980,,1963,1,1,3,3,2,2,3,0,0,0,0,3,2,2,6,5,3,4,1,1,1,2,1,1,2,2,2,2,4,4,4,6,1,3,2,5,5,5,2,3,4,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,1,1,7,3,4,1,2,1,3,3,2,2,2,2,1,1,1,2,2,2,3
P090049948,51,47900,,1992,1,1,6,5,1,2,3,0,0,0,0,7,2,1,2,10,1,1,1,1,1,1,1,1,1,1,2,1,4,4,4,6,1,2,2,5,5,5,3,3,3,4,1,1,2,2,1,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,3,3,2,2,2,2,2,1,1,2,2,2,2,5
P090049950,35,,,1979,1,4,4,3,2,2,3,0,0,0,0,5,1,1,2,10,3,3,2,2,2,2,2,1,2,2,2,1,4,4,4,6,1,2,2,5,5,5,1,2,2,4,1,1,2,2,1,2,3,3,3,3,3,3,3,3,3,2,4,1,3,4,2,1,3,2,2,2,2,2,1,1,1,2,2,2,3
P090049954,35,,,1959,2,1,3,3,2,2,1,0,0,0,0,1,1,2,6,4,4,4,1,1,2,2,1,1,1,1,1,1,4,4,4,6,2,4,2,5,5,5,1,3,3,2,2,1,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,1,1,2,1,2,1,2,2,1,1,2,2,2,2,5
P090049958,16,,,1955,1,4,6,1,1,2,3,0,0,0,0,4,1,2,6,9,4,4,2,1,2,2,1,1,1,2,4,4,4,4,4,6,1,1,2,5,5,5,5,1,2,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,2,2,7,3,1,3,1,1,2,2,2,2,2,2,1,1,2,2,2,2,5
P090049960,53,42660,,1963,1,1,6,5,1,2,2,0,0,0,0,7,2,1,4,10,3,3,2,3,2,2,1,1,2,2,1,1,4,4,4,6,1,1,2,5,5,5,4,3,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090049967,33,14460,,1946,1,1,3,3,2,2,1,0,0,0,0,3,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,2,2,5,5,5,1,4,4,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,6,1,1,3,4,2,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090049974,26,19820,,1976,1,1,3,3,1,2,2,0,0,0,0,2,2,2,6,4,4,4,2,2,1,2,1,1,4,4,2,3,4,4,4,6,1,1,2,5,5,5,4,3,3,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,6,3,1,3,4,2,1,2,1,2,2,2,2,1,1,2,2,2,2,5
P090049977,24,,,1974,1,1,7,1,1,2,5,1,0,1,0,8,2,1,1,10,1,1,1,1,1,1,1,1,2,2,1,1,3,5,5,7,1,3,2,5,5,5,2,4,2,2,3,5,2,2,2,3,2,2,2,2,2,2,2,2,2,2,7,3,1,4,1,1,2,2,2,2,2,2,1,1,2,2,2,2,5
P090049982,53,42660,,1977,1,1,7,1,2,2,2,0,0,0,0,8,2,1,1,10,1,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,2,2,5,5,5,1,5,4,2,1,4,1,1,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,3,1,1,2,2,2,2,1,1,2,2,2,2,5
P090049984,55,,,2003,1,1,4,5,2,1,5,0,0,0,0,2,2,2,6,1,4,4,1,1,1,2,1,1,2,2,1,1,4,4,4,6,1,3,2,5,5,5,3,3,3,3,1,5,1,2,1,1,3,3,3,3,3,3,3,3,3,6,1,1,3,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090049993,56,,,1957,1,4,4,3,2,2,3,0,0,0,0,2,2,1,4,10,3,3,2,1,3,2,1,1,3,3,2,2,4,4,4,6,1,2,1,3,3,1,3,4,4,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,2,3,1,3,1,2,2,4,3,1,2,2,2,1,1,1,2,2,2,3
P090049994,13,12060,,1966,1,1,3,1,1,2,2,0,0,0,0,4,2,2,6,3,4,4,2,2,2,3,2,2,4,4,4,4,4,4,4,6,1,3,1,4,2,2,4,2,2,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,2,2,7,3,1,3,1,2,4,2,2,2,2,2,1,1,2,2,2,2,5
P090050011,40,,,1956,1,1,5,1,2,3,2,0,0,0,0,4,2,2,6,5,4,4,1,1,2,2,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,4,4,2,1,3,1,1,1,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090050017,37,,,1958,1,1,4,3,2,3,1,0,0,0,0,4,2,1,4,10,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,4,2,1,1,1,1,2,2,1,3,3,3,3,3,3,3,3,3,2,4,1,3,4,2,1,2,1,2,2,2,2,1,1,2,2,2,2,5
P090050022,16,,,1969,1,4,4,1,1,2,2,0,0,0,0,6,2,1,4,10,3,4,1,2,1,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,2,4,2,1,1,4,2,2,1,1,3,3,3,3,3,3,3,3,2,2,7,3,1,4,2,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090050025,23,,,1958,1,1,3,3,2,2,2,0,0,0,0,3,1,1,2,10,1,1,2,2,1,1,1,1,2,2,1,1,4,4,4,6,1,1,2,5,5,5,2,3,2,1,3,1,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,2,2,1,2,2,2,2,1,1,2,2,2,2,5
P090050029,42,,,1948,1,1,7,5,1,2,1,0,0,0,0,5,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,2,4,2,5,5,5,3,3,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090050040,27,,,1966,1,1,6,1,2,2,4,0,0,0,0,5,1,2,6,9,4,4,2,1,1,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,1,4,2,2,2,1,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090050045,6,,,1953,1,1,4,3,1,2,2,0,0,0,0,2,2,2,6,5,4,4,1,1,2,1,1,1,2,2,2,2,4,4,4,6,1,1,2,5,5,5,1,3,2,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,2,2,7,3,1,1,2,1,3,1,2,1,2,2,1,1,1,2,2,1,2
P090050050,27,,,1961,1,1,5,1,2,2,2,0,0,0,0,7,1,1,2,10,2,2,1,1,2,2,1,1,2,1,1,1,4,4,4,6,1,3,2,5,5,5,2,3,2,2,3,4,1,1,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,2,2,2,2,2,1,1,2,2,2,2,5
P090050051,48,26420,,1950,2,1,4,1,2,2,3,0,0,0,0,4,2,2,6,5,4,4,3,1,1,2,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,3,4,1,4,1,2,2,1,1,3,3,3,3,3,3,3,3,2,3,7,3,1,4,1,1,3,1,2,2,2,2,1,2,1,2,2,2,2
P090050053,8,,,1980,1,1,6,1,2,2,5,3,0,0,2,5,1,1,3,10,2,2,1,1,1,1,1,1,3,1,2,2,2,1,1,2,2,4,2,5,5,5,3,2,1,2,4,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,7,3,1,4,1,2,4,1,2,2,2,2,1,1,2,2,2,2,5
P090050054,51,,,1979,1,1,4,1,2,2,4,1,1,0,0,6,2,2,6,4,3,4,1,1,2,2,1,1,2,1,1,1,3,5,5,7,1,2,1,3,1,2,2,4,3,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,7,3,1,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,5
P090050057,48,19100,,1996,2,1,6,5,1,1,1,0,0,0,0,3,2,1,2,10,1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,6,1,3,2,5,5,5,2,3,4,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,6,4,1,3,3,1,2,2,1,2,2,2,2,1,1,2,2,2,1,3
P090050058,1,,,1961,1,1,2,2,2,2,1,0,0,0,0,1,2,2,6,4,4,4,2,1,3,1,1,2,1,1,3,1,4,4,4,6,1,1,2,5,5,5,1,4,2,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,4,2,7,3,3,3,2,1,2,2,2,1,2,2,1,1,2,2,2,2,5
P090050071,53,42660,,1969,2,1,5,3,2,3,2,0,0,0,0,3,1,2,6,9,4,4,2,1,3,2,3,2,4,4,4,4,4,4,4,6,1,3,1,4,3,1,4,1,2,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,2,1,7,3,1,2,2,1,4,3,2,1,2,2,1,1,1,2,2,2,4
P090050076,39,,,1954,1,1,7,1,2,3,2,0,0,0,0,8,2,2,6,5,1,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,1,2,3,2,2,4,4,2,4,5,1,1,1,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090050083,26,19820,,1960,1,1,5,3,1,2,1,0,0,0,0,2,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,2,4,2,5,5,5,5,3,1,1,4,1,2,2,2,1,3,3,3,3,3,3,3,3,1,5,7,3,4,4,1,3,2,1,2,2,2,2,1,1,2,2,2,2,5
P090050084,29,,,1959,1,1,7,3,2,2,1,0,0,0,0,1,2,2,6,4,4,4,1,1,1,1,1,1,2,2,2,2,4,4,4,6,1,3,2,5,5,5,2,4,2,2,1,1,1,2,2,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,1,2,2,1,1,2,2,2,2,5
P090050085,42,37980,,1987,1,1,6,1,2,2,5,3,1,0,0,8,2,2,6,2,1,4,1,1,1,1,1,1,2,2,2,2,3,5,5,7,1,1,2,5,5,5,2,3,3,2,1,4,1,1,2,1,2,2,2,2,2,2,2,2,1,2,7,3,4,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090050086,2,,,1946,1,1,3,1,1,2,2,0,0,0,0,3,2,2,6,5,4,4,1,2,2,1,1,1,1,1,2,1,4,4,4,6,1,1,2,5,5,5,1,5,2,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,2,2,7,3,2,4,1,1,2,1,2,2,2,2,1,1,2,2,2,2,5
P090050096,15,,,1956,1,3,5,1,2,2,3,0,0,0,0,5,2,2,6,5,4,4,1,2,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,4,3,3,1,1,2,2,1,2,3,3,3,3,3,3,3,3,1,3,7,3,4,4,1,1,3,1,2,2,2,2,1,1,2,2,2,2,5
P090050105,5,,,1956,1,1,4,3,1,2,1,0,0,0,0,2,2,2,6,5,4,4,1,1,2,1,1,1,1,1,1,2,4,4,4,6,1,3,2,5,5,5,3,2,1,2,2,5,1,2,1,3,3,3,3,3,3,3,3,3,1,2,7,3,4,4,2,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090050111,45,,,1954,1,1,3,1,1,2,2,0,0,0,0,5,2,2,6,5,4,4,1,1,1,1,1,1,1,1,4,1,4,4,4,6,1,2,2,5,5,5,1,5,3,1,4,5,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,2,1,2,2,2,2,1,1,2,2,2,2,5
